l1,l2,theta1,theta2,phi,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,response
0.2655086631421,0.802349541336298,4.838564093547465,5.908568505903279,-0.7288019356745346,0.21336392755620182,0.11177927092649043,0.7596293112728745,0.1738380016759038,0.759032275993377,0.41530902148224413,0.23547477228567004,0.8293018306139857,0.1696822561789304,0.7261104898061603,0.9415578739717603,0.7503544308710843,0.8098621417302638,0.7284874168690294,0.7006631288677454,0.7316867220215499,0.7045581589918584,0.3510853371117264,0.6756728100590408,0.9230041147675365,0.1753081849310547,0.04638161463662982,0.08250872162170708,0.6445921589620411,0.7874882800970227,0.4137346054875801
0.37212389963679016,0.4794951861258596,4.337047377808928,6.262862778378975,-1.2510455285764155,0.9693570351228118,0.076628387439996,0.5237143428530544,0.5595466364175081,0.3246856713667512,0.14097137516364455,0.5051233405247331,0.4256630386225879,0.6713279809337109,0.733307546004653,0.33027724153362215,0.786826748168096,0.09693361725658178,0.336573796113953,0.8428559040185064,0.6474171844311059,0.8429082375951111,0.6870341061148793,0.8088102869223803,0.6912929001264274,0.53814656753093,0.5148187540471554,0.8840791906695813,0.1878288434818387,0.48782843933440745,0.22164957871959381
0.5728533633518964,0.17740156315267086,4.087067899468832,1.4634167236719864,-1.1510038442729922,0.7277707108296454,0.1720158306416124,0.26537263416685164,0.9182905945926905,0.69488219590857625,0.45750425569713116,0.016026569064706564,0.6761999344453216,0.9264672507997602,0.0028277288656681776,0.3116669550072402,0.25812321715056896,0.2405573211144656,0.6828191508539021,0.1196554449852556,0.814206802053377,0.5898586099501699,0.9555723783560097,0.4271238928195089,0.2698616520501673,0.0349840831477195,0.8971626164857298,0.5281066107563674,0.23373664845712483,0.7680476643145084,0.5919904849582401
0.9082077899947762,0.39713334455154836,0.46907725049317206,0.8915913984747961,0.9404438573300822,0.34396352735348046,0.8420571337919682,0.1319192643277347,0.1786523791961372,0.5532560478895903,0.80301299598068,0.2630540314130485,0.6475814920850098,0.5322972184512764,0.9416505265980959,0.8842234134208411,0.10141930589452386,0.19545012502931058,0.3171388595364988,0.7477965881116688,0.10435889940708876,0.4376073202583939,0.7377749611623585,0.7091946639120579,0.5376256061717868,0.8257019268348813,0.9440483588259667,0.6337687142658979,0.2413135515525937,0.7695866099093109,0.8214923705691103
0.2016819310374558,0.8142269926611334,5.671081552132691,0.4165563936229554,-1.5237015713264404,0.14401176758110523,0.5364165126811713,0.37333638896234334,0.9480054788291454,0.01610828097909689,0.32111279596574605,0.012638934189453721,0.35991221643052995,0.6019716295413673,0.5720214822795242,0.006299322471022606,0.07435420155525208,0.06605794304050505,0.5764058094937354,0.12172305700369179,0.33441429678350687,0.41082501015625894,0.3687533438205719,0.8334902911446989,0.2772647733800113,0.11835329188033938,0.9678923098836094,0.35978190461173654,0.6676299604587257,0.24891101382672787,0.36918901159706585
0.8983896849676967,0.941357076400891,0.8352843501573652,4.604597975439528,0.6453017915926575,0.13855751976370811,0.5109878112562001,0.7223348384723067,0.27582719339989126,0.98278898303397,0.8681336678564548,0.426559423096478,0.38462511892430484,0.6493695233948529,0.8839714415371418,0.6954066425096244,0.2982035703025758,0.3256944033782929,0.6178108842577785,0.9419225265737623,0.3997191903181374,0.6209280968178064,0.10571937332861125,0.3557005855254829,0.8707134923897684,0.4856042161118239,0.6636763506103307,0.7891588448546827,0.2632690854370594,0.7437776711303741,1.3545933544319615
0.9446752686053514,0.17334993393160403,1.3246591003857306,1.79340613369546,-0.03922618505948661,0.8459461035672575,0.7584580895490944,0.640445236582309,0.6587305653374642,0.44743711687624454,0.2469015575479716,0.8399166276212782,0.14781252900138497,0.8817347148433328,0.9881478163879365,0.8401405327022076,0.032861409708857536,0.04770787712186575,0.9792613098397851,0.899993593338877,0.38212625845335424,0.5882729450240731,0.16298646247014403,0.19413450895808637,0.5128162561450154,0.036425089463591576,0.445748507976532,0.12506972160190344,0.898464294616133,0.3001206887420267,0.9973524472154456
0.6607977924868464,0.35494079953059554,0.9749015329048655,4.520679549431673,1.4737672874773722,0.5714111723937094,0.2528497250750661,0.061314361402764916,0.154535069828853,0.45128228049725294,0.8214999008923769,0.5933183813467622,0.08765082666650414,0.9794312918093055,0.20715819974429905,0.818389113759622,0.08105322252959013,0.5290340674109757,0.46430167532525957,0.774835865246132,0.9244543127715588,0.5974817364476621,0.3128057091962546,0.4185263712424785,0.18897302681580186,0.5684556728228927,0.12559604761190712,0.8107129039708525,0.8666622007731348,0.6003876768518239,0.7528377064977229
0.6291140438988805,0.7050400413572788,0.34248802764678044,0.111020433178096,-0.322710032065306,0.5704854419454932,0.7496606917120516,0.17472327128052711,0.4631271318066865,0.45340691041201353,0.2145301380660385,0.8037434620782733,0.6207817266695201,0.25542349531315267,0.7617587225977331,0.5904186174739152,0.6967255871277303,0.5944254286587238,0.744542749831453,0.7802300818730146,0.29736878885887563,0.040014031110331416,0.7734697675332427,0.7169113687705249,0.8163256552070379,0.7957853828556836,0.15748594840988517,0.09046629816293716,0.5379047971218824,0.47790051787160337,0.08576645481468391
0.061786270467564464,0.9592409199103713,4.491009974740511,1.0882847002031786,0.5393044968370106,0.4856979053001851,0.16453299671411514,0.16334006865508854,0.7221171115525067,0.8597650637384504,0.5700666126795113,0.06379336025565863,0.8407136115711182,0.12358309770934284,0.6666433589998633,0.17524483939632773,0.5075742693152279,0.12047274294309318,0.42377524240873754,0.442795347655192,0.33149389922618866,0.9082942809909582,0.029468883061781526,0.21690164040774107,0.5444161130581051,0.5624723206274211,0.5952165895141661,0.25445041130296886,0.6918919160962105,0.42831313773058355,0.9080310714299719
